Query,Title,Price,Rating,Reviews,Image URL,Product URL
black kurti,Aishani Voguish Kurtis,259,3.6,56094,https://images.meesho.com/images/products/299885320/auqci_400.webp,https://www.meesho.com/fancy-long-flair-anarkali-type-kurti/p/4yjkzs
black kurti,Aagyeyi Refined Kurtis,295,4.3,52002,https://images.meesho.com/images/products/178709577/ayxnr_400.webp,https://www.meesho.com/banita-alluring-womens-kurti/p/2yed6x
black kurti,Banita Graceful Kurtis,183,4.0,4750,https://images.meesho.com/images/products/405833698/qep56_400.webp,https://www.meesho.com/kurti/p/6pmfaa
black kurti,Trendy Fabulous Kurtis,214,4.0,3158,https://images.meesho.com/images/products/372837424/y62kt_400.webp,https://www.meesho.com/short-royal-kurtis/p/65z774
black kurti,Jivika Drishya Kurtis,267,4.2,2737,https://images.meesho.com/images/products/328541326/gy1iz_400.webp,https://www.meesho.com/new-printed-kurti/p/5fls3y
black kurti,Adrika Graceful Kurtis,220,4.2,2921,https://images.meesho.com/images/products/339376888/wshnz_400.webp,https://www.meesho.com/kurti-for-women/p/5m20vs
black kurti,Chitrarekha Sensational Kurtis,310,3.9,525,https://images.meesho.com/images/products/428891008/mklrl_400.webp,https://www.meesho.com/kurti/p/73cmf4
black kurti,Banita Alluring Kurtis,382,3.9,2888,https://images.meesho.com/images/products/178278207/jk4zo_400.webp,https://www.meesho.com/abcreation-black-rayon-kurti-with-pant-and-red-bhandhej-dupatta-with-lace/p/2y54cf
black kurti,Trendy Ensemble Kurtis,245,4.0,7010,https://images.meesho.com/images/products/385715026/4f0yg_400.webp,https://www.meesho.com/new-taj-kurti/p/6dn7ma
black kurti,Adrika Voguish Kurtis,180,4.1,7,https://images.meesho.com/images/products/434053427/vbem5_400.webp,https://www.meesho.com/premium-american-crepe-kurtis/p/76f9rn
black kurti,Banita Fashionable Kurtis,251,4.0,70,https://images.meesho.com/images/products/207850415/6ckig_400.webp,https://www.meesho.com/reshma-stylish-pocket-kurtis/p/3fqyen
black kurti,Adrika Fashionable Kurtis,258,4.1,210,https://images.meesho.com/images/products/439384805/amlut_400.webp,https://www.meesho.com/black-single-kurti/p/79ljhh
black kurti,Banita Attractive Kurtis,329,3.9,9390,https://images.meesho.com/images/products/333375848/s172u_400.webp,https://www.meesho.com/arth-world-womens-embroidered-georgette-straight-kurti/p/5iheg8
black kurti,Banita Fashionable Kurtis,224,3.6,126,https://images.meesho.com/images/products/401480680/mykb1_400.webp,https://www.meesho.com/black-art-silk-kurti-with-embroidery/p/6n14h4
black kurti,Banita Alluring Kurtis,210,4.1,2789,https://images.meesho.com/images/products/386229233/nlubb_400.webp,https://www.meesho.com/kurti/p/6dy8dt
black kurti,Jivika Drishya Kurtis,245,3.9,34406,https://images.meesho.com/images/products/371020589/ecfeb_400.webp,https://www.meesho.com/women-straight-printed-kurti/p/64w9bh
black kurti,Aakarsha Petite Kurtis,259,3.5,6,https://images.meesho.com/images/products/441610383/gk0zg_400.webp,https://www.meesho.com/kurti/p/7ax8r3
black kurti,Aishani Fashionable Kurtis,336,3.7,10688,https://images.meesho.com/images/products/209448955/89ffh_400.webp,https://www.meesho.com/chikankari-kurti/p/3gp7uj
black kurti,Myra Voguish Kurtis,189,3.6,205,https://images.meesho.com/images/products/398079804/iaymw_400.webp,https://www.meesho.com/casual-regular-fit-american-crepe-low-price-plain-kurti-for-womens/p/6l08cc
black kurti,Aakarsha Fashionable Kurtis,286,3.9,1918,https://images.meesho.com/images/products/310705633/xnjgl_400.webp,https://www.meesho.com/nayra/p/54zi01
black kurti,Kashvi Pretty Kurtis,186,3.8,2797,https://images.meesho.com/images/products/280085945/26rps_400.webp,https://www.meesho.com/front-slit-georgette-kurti-black-dress-nayra-cut-kurti-black-western-kurti/p/4mr7p5
black kurti,Jivika Drishya Kurtis,245,3.9,34406,https://images.meesho.com/images/products/371020589/ecfeb_400.webp,https://www.meesho.com/women-straight-printed-kurti/p/64w9bh
black kurti,Women Cotton Straight Dyed/ Washed Yellow Kurti,265,4.0,29759,https://images.meesho.com/images/products/10433051/hmcti_400.webp,https://www.meesho.com/womens-black-dyed-washed-cotton-kurti/p/67m6z
black kurti,Alisha Superior Kurtis,303,4.0,612,https://images.meesho.com/images/products/137674901/njwqh_400.webp,https://www.meesho.com/womens-solid-rayon-plain-kurtis/p/29yumt
black kurti,Jivika Ensemble Kurtis,191,3.9,8759,https://images.meesho.com/images/products/319044814/39ipk_400.webp,https://www.meesho.com/sleeveless-kurti-channel-flower/p/59y8jy
black kurti,Myra Sensational Kurtis,165,3.6,1141,https://images.meesho.com/images/products/351228449/dw7f1_400.webp,https://www.meesho.com/casual-american-crepe-and-net-round-neck-34-length-sleeves-black-kurti-45inches/p/5t41lt
black kurti,Chitrarekha Attractive Kurtis,194,4.0,48356,https://images.meesho.com/images/products/191005346/mocgn_400.webp,https://www.meesho.com/kurti/p/35pwo2
black kurti,Myra Fashionable Kurtis,248,4.0,2858,https://images.meesho.com/images/products/214741376/15gk4_400.webp,https://www.meesho.com/mamta-textiles/p/3juni8
black kurti,Charvi Graceful Kurtis,270,3.9,311,https://images.meesho.com/images/products/399757206/ykojf_400.webp,https://www.meesho.com/kd-black-printed-kurti/p/6m06mu
black kurti,Jivika Fashionable Kurtis,192,3.9,4597,https://images.meesho.com/images/products/277779984/e7tpl_400.webp,https://www.meesho.com/star-kurti/p/4ldseo
black kurti,Chitrarekha Refined Kurtis,252,4.1,16,https://images.meesho.com/images/products/436837194/bbsrh_400.webp,https://www.meesho.com/silk-black-cotton-kurti-for-girls-and-and-woman/p/782xqi
black kurti,Adrika Fashionable Kurtis,160,3.9,1232,https://images.meesho.com/images/products/329334995/f8cmh_400.webp,https://www.meesho.com/ethnic-black-kurti-for-ladies/p/5g2sib
black kurti,Chitrarekha Sensational Kurtis,320,4.3,633,https://images.meesho.com/images/products/340052386/xekiq_400.webp,https://www.meesho.com/trendy-stylish-embroided-kurti/p/5mgi3m
black kurti,Abhisarika Graceful Kurtis,338,3.8,11840,https://images.meesho.com/images/products/344198309/xrj8r_400.webp,https://www.meesho.com/women-chikan-embroidery-cotton-blend-a-line-kurta-black-white/p/5oxd45
black kurti,Trendy Ensemble Kurtis,245,4.0,7010,https://images.meesho.com/images/products/385715026/4f0yg_400.webp,https://www.meesho.com/new-taj-kurti/p/6dn7ma
black kurti,Chitrarekha Fabulous Kurtis,195,3.6,80,https://images.meesho.com/images/products/420170427/j27tb_400.webp,https://www.meesho.com/woman-kurits/p/6y5pkr
black kurti,Banita Fabulous Kurtis,256,3.6,4716,https://images.meesho.com/images/products/277272188/1txv8_400.webp,https://www.meesho.com/new-arrival-dailywear-cotton-kurtis-for-women/p/4l2wl8
black kurti,Jivika Superior Kurtis,312,4.0,101,https://images.meesho.com/images/products/431984320/vfq2q_400.webp,https://www.meesho.com/super-kurti-collection-daily-wear-superhit-digital-printing-kurti/p/756x8g
black kurti,Banita Superior Kurtis,264,3.8,687,https://images.meesho.com/images/products/401794872/molvt_400.webp,https://www.meesho.com/01-printed-kurti-black/p/6n7uwo
black kurti,Charvi Sensational Kurtis,292,3.9,1050,https://images.meesho.com/images/products/368433810/ejmbb_400.webp,https://www.meesho.com/latkan/p/63ctci
